[2017-12-28 05:51:31,734: INFO/Beat] beat: Starting...
[2017-12-28 05:55:33,747: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.refund_task[f8ccd614-f877-4328-833b-9b86dba93253] succeeded in 0.000263068999629s: 'OBSOLETE METHOD'
[2017-12-28 05:55:33,757: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[918dde6f-75d9-42c1-918d-b4863897b8d0]  
[2017-12-28 05:55:33,757: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.expire_tasks[10bbd413-9f01-41b5-ade3-06a7e0f27f99] succeeded in 0.111086056s: 'SUCCESS'
[2017-12-28 05:55:33,759: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[918dde6f-75d9-42c1-918d-b4863897b8d0] succeeded in 0.00055859699205s: 'SUCCESS'
[2017-12-28 05:56:33,639: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 05:56:33,645: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[a6c80d52-3f7c-4c10-9c8e-d0661f3a7127]  
[2017-12-28 05:56:33,645: INFO/Beat] Scheduler: Sending due task update-feed-boomerang (crowdsourcing.tasks.update_feed_boomerang)
[2017-12-28 05:56:33,648: INFO/MainProcess] Received task: crowdsourcing.tasks.update_feed_boomerang[892489b3-08f8-44d7-92bb-bb3e8e555d5d]  
[2017-12-28 05:56:33,699: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[bd789910-153f-481b-aac5-fb4b43d922da]  
[2017-12-28 05:56:33,700: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.refund_task[bd789910-153f-481b-aac5-fb4b43d922da] succeeded in 0.000266502000159s: 'OBSOLETE METHOD'
[2017-12-28 05:56:33,711: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[0efcb8ef-e689-41d5-b5ac-a02f7520d00d]  
[2017-12-28 05:56:33,712: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.update_worker_cache[0efcb8ef-e689-41d5-b5ac-a02f7520d00d] succeeded in 0.000242154012085s: 'SUCCESS'
[2017-12-28 05:56:33,730: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[bda2ac05-da46-4419-827d-f05e83b512d1]  
[2017-12-28 05:56:33,732: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.refund_task[bda2ac05-da46-4419-827d-f05e83b512d1] succeeded in 0.000277129001915s: 'OBSOLETE METHOD'
[2017-12-28 05:56:33,747: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.expire_tasks[a6c80d52-3f7c-4c10-9c8e-d0661f3a7127] succeeded in 0.101314623011s: 'SUCCESS'
[2017-12-28 05:56:33,748: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[8599927d-2da9-4f23-a9ee-aa242629d054]  
[2017-12-28 05:56:33,750: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.update_worker_cache[8599927d-2da9-4f23-a9ee-aa242629d054] succeeded in 0.000301695006783s: 'SUCCESS'
[2017-12-28 05:56:33,834: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_feed_boomerang[892489b3-08f8-44d7-92bb-bb3e8e555d5d] succeeded in 0.185068606006s: 'SUCCESS: 0 rows affected'
[2017-12-28 05:57:33,640: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 05:57:33,658: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[ec6d7b28-0e30-48be-ad2c-2f88656cac77]  
[2017-12-28 05:57:33,705: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[1d8b7d80-0881-4565-9bd2-ff5122c9c142]  
[2017-12-28 05:57:33,707: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.refund_task[1d8b7d80-0881-4565-9bd2-ff5122c9c142] succeeded in 0.000524132003193s: 'OBSOLETE METHOD'
[2017-12-28 05:57:33,717: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[7d6ae603-a64d-48a0-8f79-dd605f5afcc8]  
[2017-12-28 05:57:33,725: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.update_worker_cache[7d6ae603-a64d-48a0-8f79-dd605f5afcc8] succeeded in 0.00208660999488s: 'SUCCESS'
[2017-12-28 05:57:33,732: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[91ade6d7-1b06-400d-87a6-a96c0c572176]  
[2017-12-28 05:57:33,734: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.refund_task[91ade6d7-1b06-400d-87a6-a96c0c572176] succeeded in 0.000361610000255s: 'OBSOLETE METHOD'
[2017-12-28 05:57:33,744: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[e901acaf-8205-48d0-8b16-84e399a2d74a]  
[2017-12-28 05:57:33,744: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.expire_tasks[ec6d7b28-0e30-48be-ad2c-2f88656cac77] succeeded in 0.0777519269905s: 'SUCCESS'
[2017-12-28 05:57:33,746: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.update_worker_cache[e901acaf-8205-48d0-8b16-84e399a2d74a] succeeded in 0.00030634200084s: 'SUCCESS'
[2017-12-28 05:58:33,659: INFO/Beat] Scheduler: Sending due task auto-approve-tasks (crowdsourcing.tasks.auto_approve_tasks)
[2017-12-28 05:58:33,664: INFO/MainProcess] Received task: crowdsourcing.tasks.auto_approve_tasks[886cb3e4-82f0-44eb-a72b-7aedc5964b95]  
[2017-12-28 05:58:33,664: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 05:58:33,667: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[4ca0e29d-ee34-4a36-99f2-c99d9b236b5a]  
[2017-12-28 05:58:33,707: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.auto_approve_tasks[886cb3e4-82f0-44eb-a72b-7aedc5964b95] succeeded in 0.0415211799991s: 'SUCCESS'
[2017-12-28 05:58:33,721: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[ffe023f7-c4a3-473a-9e79-5776a20c7f08]  
[2017-12-28 05:58:33,723: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.refund_task[ffe023f7-c4a3-473a-9e79-5776a20c7f08] succeeded in 0.000278040010016s: 'OBSOLETE METHOD'
[2017-12-28 05:58:33,735: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[4f742922-9f76-4d71-bb2c-19772328fc2c]  
[2017-12-28 05:58:33,737: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.update_worker_cache[4f742922-9f76-4d71-bb2c-19772328fc2c] succeeded in 0.000826186995255s: 'SUCCESS'
[2017-12-28 05:58:33,750: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[828dcab6-f6cd-4643-a693-aced9e014900]  
[2017-12-28 05:58:33,752: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.refund_task[828dcab6-f6cd-4643-a693-aced9e014900] succeeded in 0.000446216989076s: 'OBSOLETE METHOD'
[2017-12-28 05:58:33,762: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[a6d844be-1499-4b22-834f-3bb8a519a86b]  
[2017-12-28 05:58:33,762: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.expire_tasks[4ca0e29d-ee34-4a36-99f2-c99d9b236b5a] succeeded in 0.0928890549985s: 'SUCCESS'
[2017-12-28 05:58:33,764: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[a6d844be-1499-4b22-834f-3bb8a519a86b] succeeded in 0.00034704200516s: 'SUCCESS'
[2017-12-28 05:59:33,666: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 05:59:33,680: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[f575736f-e164-4215-87f5-585aa2d8c8af]  
[2017-12-28 05:59:33,789: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[c1fb4cd8-d82f-4564-8823-55e3a30a2dba]  
[2017-12-28 05:59:33,797: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.refund_task[c1fb4cd8-d82f-4564-8823-55e3a30a2dba] succeeded in 0.00133247800113s: 'OBSOLETE METHOD'
[2017-12-28 05:59:33,804: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[8ead3180-975c-484d-a13a-24c58a784bbf]  
[2017-12-28 05:59:33,806: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.update_worker_cache[8ead3180-975c-484d-a13a-24c58a784bbf] succeeded in 0.000698313990142s: 'SUCCESS'
[2017-12-28 05:59:33,819: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[9673e962-e18d-4000-af14-0a193bf75464]  
[2017-12-28 05:59:33,829: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.refund_task[9673e962-e18d-4000-af14-0a193bf75464] succeeded in 0.00266822100093s: 'OBSOLETE METHOD'
[2017-12-28 05:59:33,834: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[dd66db9b-5d37-4066-bdf8-6eabc3fcf362]  
[2017-12-28 05:59:33,833: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.expire_tasks[f575736f-e164-4215-87f5-585aa2d8c8af] succeeded in 0.149966129989s: 'SUCCESS'
[2017-12-28 05:59:33,835: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[dd66db9b-5d37-4066-bdf8-6eabc3fcf362] succeeded in 0.000337178993504s: 'SUCCESS'
[2017-12-28 06:00:33,665: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:00:33,670: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[5214d5dc-03b4-4721-ab09-f029baece2a4]  
[2017-12-28 06:00:33,752: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[db81ce5b-f140-4b03-a121-2d88f6f2ee30]  
[2017-12-28 06:00:33,754: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.refund_task[db81ce5b-f140-4b03-a121-2d88f6f2ee30] succeeded in 0.000291698001092s: 'OBSOLETE METHOD'
[2017-12-28 06:00:33,770: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[bd477a1b-6c3d-4132-bef9-4ba58519d3ba]  
[2017-12-28 06:00:33,771: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.update_worker_cache[bd477a1b-6c3d-4132-bef9-4ba58519d3ba] succeeded in 0.000359012992703s: 'SUCCESS'
[2017-12-28 06:00:33,788: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[27a325f3-c1c8-4d9b-9d0f-6482fa260e2b]  
[2017-12-28 06:00:33,791: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.refund_task[27a325f3-c1c8-4d9b-9d0f-6482fa260e2b] succeeded in 0.000310752002406s: 'OBSOLETE METHOD'
[2017-12-28 06:00:33,806: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[44216a78-0a25-4abd-9dd9-688d1b6f9f5b]  
[2017-12-28 06:00:33,805: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.expire_tasks[5214d5dc-03b4-4721-ab09-f029baece2a4] succeeded in 0.133734675997s: 'SUCCESS'
[2017-12-28 06:00:33,808: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[44216a78-0a25-4abd-9dd9-688d1b6f9f5b] succeeded in 0.000320149003528s: 'SUCCESS'
[2017-12-28 06:01:33,645: INFO/Beat] Scheduler: Sending due task update-feed-boomerang (crowdsourcing.tasks.update_feed_boomerang)
[2017-12-28 06:01:33,650: INFO/MainProcess] Received task: crowdsourcing.tasks.update_feed_boomerang[ec28111d-183a-4f7c-8539-8e464944a9be]  
[2017-12-28 06:01:33,665: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:01:33,668: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[2474aa36-cf44-489a-bda9-625f385c5820]  
[2017-12-28 06:01:33,722: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[4dc4fc27-31c1-46c5-8500-125e586ae8c3]  
[2017-12-28 06:01:33,724: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.refund_task[4dc4fc27-31c1-46c5-8500-125e586ae8c3] succeeded in 0.000465776000055s: 'OBSOLETE METHOD'
[2017-12-28 06:01:33,726: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.update_feed_boomerang[ec28111d-183a-4f7c-8539-8e464944a9be] succeeded in 0.075399171008s: 'SUCCESS: 0 rows affected'
[2017-12-28 06:01:33,737: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[4d04a309-311e-45a4-8d68-be0e6f3d1dd1]  
[2017-12-28 06:01:33,738: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.update_worker_cache[4d04a309-311e-45a4-8d68-be0e6f3d1dd1] succeeded in 0.000361816986697s: 'SUCCESS'
[2017-12-28 06:01:33,752: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[27eaa044-9cb2-4a89-9560-6c442eb2d375]  
[2017-12-28 06:01:33,753: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.refund_task[27eaa044-9cb2-4a89-9560-6c442eb2d375] succeeded in 0.000203597999644s: 'OBSOLETE METHOD'
[2017-12-28 06:01:33,764: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[43dc2abe-111c-4e32-b682-fab4a35cf3ec]  
[2017-12-28 06:01:33,764: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.expire_tasks[2474aa36-cf44-489a-bda9-625f385c5820] succeeded in 0.0947696500079s: 'SUCCESS'
[2017-12-28 06:01:33,766: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.update_worker_cache[43dc2abe-111c-4e32-b682-fab4a35cf3ec] succeeded in 0.000275746991974s: 'SUCCESS'
[2017-12-28 06:02:33,665: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:02:34,303: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[56468c51-34be-43b5-b16c-a5f00cd93f0f]  
[2017-12-28 06:02:34,303: INFO/Beat] Scheduler: Sending due task auto-approve-tasks (crowdsourcing.tasks.auto_approve_tasks)
[2017-12-28 06:02:34,308: INFO/MainProcess] Received task: crowdsourcing.tasks.auto_approve_tasks[f369073e-48e9-40c5-ab92-3395e6ba4ffd]  
[2017-12-28 06:02:34,343: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.auto_approve_tasks[f369073e-48e9-40c5-ab92-3395e6ba4ffd] succeeded in 0.0329681900039s: 'SUCCESS'
[2017-12-28 06:02:34,404: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[7aabb18b-d470-4c55-b3b6-e107cd4f32d5]  
[2017-12-28 06:02:34,406: INFO/ForkPoolWorker-4] Task crowdsourcing.tasks.refund_task[7aabb18b-d470-4c55-b3b6-e107cd4f32d5] succeeded in 0.000305542998831s: 'OBSOLETE METHOD'
[2017-12-28 06:02:34,430: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[fb02f012-e1ef-4675-91fc-a251f6609a4c]  
[2017-12-28 06:02:34,432: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[fb02f012-e1ef-4675-91fc-a251f6609a4c] succeeded in 0.000310222996632s: 'SUCCESS'
[2017-12-28 06:02:34,447: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[fe6cb55a-1081-43ca-a04f-9818562fa605]  
[2017-12-28 06:02:34,449: INFO/ForkPoolWorker-5] Task crowdsourcing.tasks.refund_task[fe6cb55a-1081-43ca-a04f-9818562fa605] succeeded in 0.000326274006511s: 'OBSOLETE METHOD'
[2017-12-28 06:02:34,465: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.expire_tasks[56468c51-34be-43b5-b16c-a5f00cd93f0f] succeeded in 0.160520058998s: 'SUCCESS'
[2017-12-28 06:02:34,465: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[b4b0a6f2-66af-49d1-8aa0-8106c8ded876]  
[2017-12-28 06:02:34,468: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.update_worker_cache[b4b0a6f2-66af-49d1-8aa0-8106c8ded876] succeeded in 0.000507941993419s: 'SUCCESS'
[2017-12-28 06:03:33,665: INFO/Beat] Scheduler: Sending due task expire-tasks (crowdsourcing.tasks.expire_tasks)
[2017-12-28 06:03:33,670: INFO/MainProcess] Received task: crowdsourcing.tasks.expire_tasks[4ed57e45-2856-4daf-9d9e-9d2c0f5b23fc]  
[2017-12-28 06:03:33,759: INFO/MainProcess] Received task: crowdsourcing.tasks.refund_task[b1b7f90f-e2f0-457a-ba9e-a57513d3cd9d]  
[2017-12-28 06:03:33,761: INFO/ForkPoolWorker-2] Task crowdsourcing.tasks.refund_task[b1b7f90f-e2f0-457a-ba9e-a57513d3cd9d] succeeded in 0.000294569996186s: 'OBSOLETE METHOD'
[2017-12-28 06:03:33,771: INFO/MainProcess] Received task: crowdsourcing.tasks.update_worker_cache[b0bf9018-ebbd-404b-b441-d3804605a6fd]  
[2017-12-28 06:03:33,773: INFO/ForkPoolWorker-3] Task crowdsourcing.tasks.update_worker_cache[b0bf9018-ebbd-404b-b441-d3804605a6fd] succeeded in 0.000333644988132s: 'SUCCESS'
